rental_rate,film_id,length,rental_duration,title,rating,replacement_cost
5.9,157834,107,5.9,The Zero Theorem,10.990614,10.99
6.7,226857,103,6.7,Endless Love,8.757277,8.76
6,137321,118,6,Winter's Tale,7.363527,7.36
4.8,192345,88,4.8,Cavemen,2.844979,2.84
5.6,210913,98,5.6,Blood Glacier,2.371857,2.37
5.5,83727,114,5.5,The Theatre Bizarre,1.66657,1.67
6.1,71203,93,6.1,Agenda Grinding America Down,0.499054,0.5
6.8,43042,132,6.8,The Story of Ruth,0.523622,0.52
0,206822,103,0,No Nukes,0.035472,0.04
5.3,40435,90,5.3,Super Inframan,1.234899,1.23
5.7,172120,83,5.7,Fagbug,0.156218,0.16
1.9,232731,90,1.9,Attila,1.369503,1.37
4.5,117426,110,4.5,Beyond the Law,0.34866,0.35
0,158517,0,0,Lain ulkopuolella,0.000143,0
6.2,31445,84,6.2,Beyond Tomorrow,0.69219,0.69
6.6,81699,110,6.6,Bhowani Junction,0.441029,0.44
0,370353,180,0,Women in Love,0.227826,0.23
5.4,146375,96,5.4,On the Other Side of the Tracks,5.160049,5.16
6.5,157847,118,6.5,Joe,13.784411,13.78
5.3,31295,0,5.3,The Inside Man,0.908799,0.91
4.3,12124,140,4.3,The Journey,0.771208,0.77
7.5,32547,120,7.5,Social Genocide,0.077482,0.08
7.3,219931,0,7.3,Argentina latente,0.408213,0.41
5.5,162987,110,5.5,Jaguar,0.218666,0.22
5.6,33563,79,5.6,Bickford Shmeckler's Cool Ideas,2.555543,2.56
4.9,39341,95,4.9,Big Bad Wolf,3.467833,3.47
7.3,114575,66,7.3,Big Easy Express,0.558026,0.56
6,102597,71,6,Big Leaguer,0.333192,0.33
3.8,43700,95,3.8,Big Money Rustlas,0.252094,0.25
3.6,20493,171,3.6,Love Story 2050,0.304988,0.3
6.9,133441,95,6.9,The Summit,6.312295,6.31
6,103732,76,6,GLOW: The Story of the Gorgeous Ladies of Wrestling,0.585551,0.59
0,237692,100,0,This American Journey,0.322836,0.32
0,418029,,0,Ultraman,0.001884,0
6.2,71055,101,6.2,The African,0.500009,0.5
5.5,210047,90,5.5,Cold Comes the Night,11.823937,11.82
5.3,17684,105,5.3,Chouchou,4.610525,4.61
6.4,30127,106,6.4,The Invisible Woman,2.530169,2.53
5.6,249923,86,5.6,Someone Marry Barry,5.916675,5.92
5.9,60160,96,5.9,Gamera the Brave,0.448223,0.45
7.3,98162,76,7.3,The Painting,2.45174,2.45
5.3,142573,70,5.3,Are All Men Pedophiles?,0.862061,0.86
0,83401,86,0,Climate of Change,0.009596,0.01
6,13470,125,6,Bury My Heart At Wounded Knee,2.633626,2.63
5.3,79869,88,5.3,Bigfoot: The Unforgettable Encounter,0.233885,0.23
5.5,14872,98,5.5,The Cutting Edge: Going for the Gold,6.865148,6.87
0,355515,87,0,Meet Me at the Fair,0.00245,0
0,359195,69,0,13 Fighting Men,0.070647,0.07
0,218277,67,0,Pretty/Handsome,1.269181,1.27
6.7,212721,90,6.7,Gerontophilia,2.815898,2.82
6.7,103875,98,6.7,Mystery,1.422176,1.42
8,22504,83,8,The King and the Mockingbird,3.005302,3.01
5.7,182246,102,5.7,11.6,2.846798,2.85
7,92850,94,7,Nightmare Factory,5.388447,5.39
8.3,41639,88,8.3,Magic & Bird: A Courtship of Rivals,0.810544,0.81
6,222899,100,6,About Last Night,9.543004,9.54
8,120467,99,8,The Grand Budapest Hotel,14.442048,14.44
6,201086,98,6,Cuban Fury,6.739737,6.74
6.4,201550,101,6.4,Life of a King,3.209655,3.21
5.2,84319,95,5.2,An Oversimplification of Her Beauty,0.00791,0.01
5.5,102862,80,5.5,Informant,0.760774,0.76
5.9,141635,78,5.9,All the Light in the Sky,0.335212,0.34
6.4,255756,106,6.4,"Black Coal, Thin Ice",3.759315,3.76
7.9,256106,114,7.9,Blind Massage,0.597468,0.6
6.1,233470,109,6.1,Jamesy Boy,4.149254,4.15
4.2,253046,90,4.2,Jailbait,2.133507,2.13
6,21474,102,6,Bring It On: Fight to the Finish,0.391552,0.39
6,142984,96,6,Scott Joplin,0.326103,0.33
6.2,13934,7,6.2,Mater and the Ghostlight,7.111223,7.11
6.7,13061,11,6.7,Your Friend the Rat,7.311671,7.31
6.9,24589,5,6.9,Dug's Special Mission,10.998646,11
6.2,83573,97,6.2,Happy End,0.681647,0.68
3.7,41445,89,3.7,Psychosis,0.963993,0.96
5.5,125680,80,5.5,The Almost Man,0.116897,0.12
7.8,33817,95,7.8,Satanás - Profile of a Killer,1.994352,1.99
7,137646,38,7,The Education of Mohammad Hussein,0.046141,0.05
6.3,48707,93,6.3,Ninja 2,0.294923,0.29
5.9,4494,105,5.9,Rapture,0.791425,0.79
8.5,86814,85,8.5,News from Home,0.082319,0.08
7.1,187028,96,7.1,Omar,0.190158,0.19
7,252841,133,7,Highway,2.65071,2.65
7.1,77458,98,7.1,When Pigs Have Wings,1.921613,1.92
0,266333,92,0,The Ditchdigger's Daughters,0.001217,0
5.6,248507,107,5.6,Superchondriac,6.741118,6.74
6.5,127847,100,6.5,7 Boxes,3.703585,3.7
5.4,204765,0,5.4,Prêt à tout,2.819565,2.82
6.1,183836,95,6.1,The Brats,5.183112,5.18
5.9,220286,90,5.9,Grand Piano,6.801095,6.8
5,294709,106,5,Satan's Sword,0.152012,0.15
0,295355,0,0,Satan's Sword: The Dragon God,0.009566,0.01
0,329740,100,0,Satan's Sword III: The Final Chapter,0.001807,0
0,172913,61,0,The Boob,0.002765,0
6.1,225565,94,6.1,That Awkward Moment,8.060403,8.06
7.4,158908,108,7.4,The Inevitable Defeat of Mister & Pete,2.476252,2.48
8.1,157336,169,8.1,Interstellar,32.213481,32.21
5.6,159937,84,5.6,An Amish Murder,6.19377,6.19
6.4,179146,210,6.4,The Last of the Unjust,1.188118,1.19
5.3,24417,94,5.3,Apartment 1303,1.746599,1.75
3.8,160070,101,3.8,Apartment 1303 3D,8.303374,8.3
0,220724,0,0,Armageddon,0.580803,0.58
5.7,67657,0,5.7,Armageddon,0.157014,0.16
6.7,145926,97,6.7,B.U.S.T.E.D,0.407118,0.41
6.9,77133,38,6.9,The Abyss,0.331569,0.33
7.6,254065,90,7.6,The Gabby Douglas Story,2.069208,2.07
8,191515,83,8,Everybody Street,0.081201,0.08
6,153652,127,6,The Mark,0.740787,0.74
6.5,21580,60,6.5,Bill Maher: Victory Begins at Home,0.691764,0.69
6.2,32930,79,6.2,Bill Maher: '...But I'm Not Wrong',0.546922,0.55
6,19325,70,6,Bionicle: Mask of Light,6.897756,6.9
6,133715,90,6,All the Young Men,1.25789,1.26
6,192102,113,6,3 Days to Kill,17.861119,17.86
0,263937,15,0,Into the Middle of Nowhere,0.008236,0.01
6,111481,97,6,Family tree,0.109066,0.11
4.9,205724,95,4.9,Welcome to the Jungle,6.381313,6.38
6.8,225574,106,6.8,Non-Stop,19.650229,19.65
5.2,158914,105,5.2,The Look of Love,4.121282,4.12
5.8,21379,72,5.8,Bionicle 2: Legends of Metru Nui,1.53998,1.54
6.1,18224,74,6.1,Bionicle 3: Web of Shadows,1.988845,1.99
6.3,85444,89,6.3,Wrinkles,1.525646,1.53
9.3,95243,44,9.3,Vertical Features Remake,0.435497,0.44
3.4,24756,88,3.4,The Art of War III: Retribution,1.986279,1.99
4,70798,98,4,The Monster X Strikes Back: Attack the G8 Summit,0.202285,0.2
5.6,159095,85,5.6,In Fear,3.802031,3.8
5,117375,90,5,One Mile Away,0.065374,0.07
8.3,156284,84,8.3,Fire In The Blood,0.694639,0.69
0,86381,39,0,Tell Them Anything You Want: A Portrait of Maurice Sendak,0.009824,0.01
0,254464,15,0,Love Games,0.010708,0.01
5.9,199818,121,5.9,Mystery Road,2.36946,2.37
6.1,158907,98,6.1,Breathe In,6.437916,6.44
7.5,198375,46,7.5,The Garden of Words,11.16068,11.16
6.9,159152,89,6.9,Pandora's Promise,0.720583,0.72
6.9,83214,121,6.9,A Gentle Breeze in the Village,1.56224,1.56
6.9,48263,45,6.9,I Don't Want to Be a Man,0.999418,1
0,100632,116,0,Always Leave Them Laughing,0.064841,0.06
4,156415,82,4,Behind Office Doors,0.100285,0.1
0,266373,79,0,Bengazi,0.26675,0.27
4.8,22259,80,4.8,Bionicle: The Legend Reborn,2.698356,2.7
5.5,52817,105,5.5,Bitter Feast,1.194121,1.19
4.8,79073,92,4.8,Messages Deleted,1.653787,1.65
7.3,10574,109,7.3,Great Freedom No. 7,0.249081,0.25
6.4,90517,95,6.4,The Traveling Executioner,0.011938,0.01
8,201414,86,8,Ninja 3: Goemon Will Never Die!,0.147794,0.15
6.1,53182,102,6.1,300: Rise of an Empire,12.904677,12.9
5.6,87587,83,5.6,The Pill,1.78658,1.79
6,108668,94,6,The Adventures of Hajji Baba,0.971048,0.97
5,88583,93,5,The Pursuit of Happiness,0.363595,0.36
6.3,51581,105,6.3,"Sumo Do, Sumo Don't",0.537545,0.54
5.6,23527,73,5.6,First Squad: The Moment of Truth,1.803186,1.8
7.1,202141,99,7.1,Particle Fever,10.743115,10.74
6,55398,103,6,Inspector Palmu's Error,0.536368,0.54
5.5,121074,112,5.5,Any Number Can Play,0.92241,0.92
0,121695,94,0,Bitter Sweet,0.827543,0.83
4.8,41552,92,4.8,Black Hand,0.614628,0.61
5.9,49001,105,5.9,Black Heaven,2.888787,2.89
4,257155,110,4,Threads of Destiny,0.738069,0.74
7.3,87017,95,7.3,Leo's Room,0.57483,0.57
5,204349,78,5,Contracted,7.220003,7.22
5.2,242076,108,5.2,The Bag Man,10.896238,10.9
5.6,47459,93,5.6,Dorian Gray,0.30233,0.3
6.5,168245,120,6.5,Kai Po Che!,2.000631,2
6.5,47626,16,6.5,Legend of the BoneKnapper Dragon,6.816869,6.82
6.2,19492,17,6.2,Captain EO,3.716093,3.72
0,149862,80,0,"Concepción Arenal, la visitadora de cárceles",0.033792,0.03
6.1,37316,118,6.1,A Bullet for the General,1.933152,1.93
6.7,248774,83,6.7,Obvious Child,6.480574,6.48
6.3,175291,85,6.3,Cheap Thrills,11.311004,11.31
3.7,255577,85,3.7,Black Widow,0.855427,0.86
4.7,121015,102,4.7,Steel,2.340879,2.34
0,121113,95,0,Toomorrow,1.418274,1.42
7,196024,100,7,The Keeper of Lost Causes,7.721255,7.72
4.3,80837,98,4.3,Dead Genesis,0.293401,0.29
5.6,191566,100,5.6,Crazy Kind of Love,7.471364,7.47
6.2,222671,73,6.2,Dick Figures: The Movie,0.845141,0.85
0,37646,0,0,Choppertown: The Sinners,0.002494,0
7.8,128246,122,7.8,A Werewolf Boy,3.783265,3.78
5.9,21788,133,5.9,Trouble at Timpetill,7.607153,7.61
6.5,241968,97,6.5,Carmina and Amen,1.953346,1.95
5.7,256731,95,5.7,Bad Country,11.221265,11.22
3.8,45384,119,3.8,Ashura,1.597434,1.6
4.1,43135,80,4.1,Queen of Outer Space,0.259671,0.26
4.9,20626,93,4.9,Special Correspondents,2.375541,2.38
7.3,167983,0,7.3,Buddies,0.327128,0.33
7.3,79893,0,7.3,Breaking the Taboo,1.252385,1.25
6.7,73624,106,6.7,The Man from the Future,3.011822,3.01
4.6,79194,94,4.6,God's Gun,0.260415,0.26
7.2,200145,160,7.2,A Story of Yonosuke,1.08648,1.09
0,184578,105,0,The Dove,0.000662,0
6.8,56743,111,6.8,Elena Undone,1.715955,1.72
7.3,148044,98,7.3,Romance in a Minor Key,0.266021,0.27
7.1,120509,99,7.1,"Blackbeard, the Pirate",1.369747,1.37
2.6,3162,87,2.6,Blackenstein,0.47033,0.47
4.6,24775,92,4.6,Blast,1.52455,1.52
5.8,20695,98,5.8,Blessed,2.369185,2.37
8,74579,101,8,Blessed and Cursed,0.08602,0.09
6.7,82703,92,6.7,Mr. Peabody & Sherman,9.493838,9.49
6,97370,108,6,Under the Skin,6.707974,6.71
6.1,136797,130,6.1,Need for Speed,18.271383,18.27
6.3,242042,90,6.3,Barefoot,5.939334,5.94
6.6,38049,90,6.6,In His Hands,0.258096,0.26
6.7,118769,95,6.7,You've Been Trumped,0.991571,0.99
6.5,177494,107,6.5,Veronica Mars,7.510159,7.51
6.9,40346,101,6.9,All for the Winner,2.090285,2.09
0,45514,100,0,8,0.009226,0.01
7,109404,91,7,8,1.758414,1.76
5.5,68827,0,5.5,She Does Not Drink Smoke or Flirts but She Talks,0.000844,0
7.6,182827,133,7.6,The Great Passage,1.289687,1.29
8.4,64047,291,8.4,Cranford,1.42123,1.42
4.7,74343,96,4.7,Sonny Boy,0.000844,0
6.3,8064,92,6.3,Chiko,4.896953,4.9
6.4,209403,88,6.4,Bad Words,5.847166,5.85
5.9,235260,138,5.9,Son of God,6.477292,6.48
5.8,94331,85,5.8,Fightville,0.439409,0.44
4.5,24202,80,4.5,Blind Date,1.236072,1.24
6.5,238972,122,6.5,Blind Faith,1.325824,1.33
0,116894,89,0,Blind Terror,0.011006,0.01
5.5,145995,69,5.5,Blonde Fever,0.039819,0.04
0,159464,79,0,Meth,0.004174,0
6.6,68713,102,6.6,You Will Be My Son,1.958051,1.96
7.3,144728,95,7.3,"The Stars Will Tell, Inspector Palmu",0.403282,0.4
0,144724,96,0,"Vodka, Mr. Palmu",0.452939,0.45
7.5,47771,119,7.5,Superpower,0.081203,0.08
6.4,96920,153,6.4,Repentance,0.933995,0.93
6.3,115821,104,6.3,The Artist and the Model,0.544088,0.54
5.2,58767,91,5.2,Sniper: Reloaded,5.249191,5.25
6.6,83201,13,6.6,Puss in Boots: The Three Diablos,12.018446,12.02
6.1,62156,89,6.1,Head Over Heels,1.639481,1.64
6.5,228202,0,6.5,Meu Passado me Condena,2.994109,2.99
7.7,203217,85,7.7,My Mom Is a Character,4.402871,4.4
5.6,54597,90,5.6,Blood Out,2.493654,2.49
6.9,184323,115,6.9,Daylight,1.575298,1.58
7.6,39853,8,7.6,The Cat Concerto,1.411151,1.41
5.6,209355,113,5.6,The French Minister,4.27285,4.27
7,134350,126,7,Why Don't You Play in Hell?,4.631176,4.63
6.8,236737,98,6.8,Spanish Affair,5.255451,5.26
4.8,118915,102,4.8,Such Good Friends,0.607919,0.61
1.5,116760,91,1.5,Sextette,0.156508,0.16
5.9,39293,115,5.9,The Human Factor,0.510856,0.51
0,101242,85,0,Love Simple,0.333161,0.33
6.1,157690,100,6.1,On My Way,2.557344,2.56
6.8,55825,10,6.8,Spider,1.132774,1.13
5.9,72962,4,5.9,George & A.J.,3.720354,3.72
6,186971,122,6,Age of Uprising: The Legend of Michael Kohlhaas,7.70426,7.7
6.1,199740,109,6.1,Nobody Owns Me,2.195103,2.2
7.5,214250,110,7.5,Cosmic Psychos: Blokes You Can Trust,0.081655,0.08
6.5,86133,108,6.5,The Next Man,0.258973,0.26
6.5,46460,107,6.5,Wanda Nevada,1.267946,1.27
6.6,31950,95,6.6,The 'Human' Factor,0.169452,0.17
7.3,249726,40,7.3,Prison Terminal: The Last Days of Private Jack Hall,0.150765,0.15
6.4,164184,106,6.4,"Bless Me, Ultima",0.779768,0.78
7.3,160162,63,7.3,Blondes at Work,0.244976,0.24
7.5,4111,91,7.5,Blondie of the Follies,0.582278,0.58
6.4,85620,87,6.4,Blood and Roses,0.523773,0.52
6.4,192577,115,6.4,Space Pirate Captain Harlock,7.857666,7.86
0,394403,,0,Schwestern,0.014121,0.01
6.4,26286,103,6.4,Dragonwyck,1.058284,1.06
6.7,45007,111,6.7,The Hunting Party,8.523318,8.52
5.8,22592,60,5.8,Grandma's Boy,0.35722,0.36
5.8,31214,109,5.8,Stay as You Are,0.910542,0.91
0,109891,76,0,Our Modern Maidens,0.378651,0.38
7.1,25541,90,7.1,Brotherhood,2.587911,2.59
5.3,80992,102,5.3,Two Queens and One Consort,8.488578,8.49
5,248390,90,5,Le Crocodile du Botswanga,4.420544,4.42
6,71996,89,6,Stunts,0.922906,0.92
5.5,39211,91,5.5,W.W. and the Dixie Dancekings,0.457418,0.46
5.9,16167,89,5.9,From Within,3.215954,3.22
3,62709,85,3,Blood Crime,0.33195,0.33
5.1,47194,83,5.1,Blood Night: The Legend of Mary Hatchet,1.233097,1.23
5,42552,85,5,Bloodfist,0.00195,0
7.6,100402,136,7.6,Captain America: The Winter Soldier,18.717704,18.72
5.4,168399,106,5.4,Pioneer,2.417241,2.42
6,114172,90,6,Naked Harbour,0.740245,0.74
6.5,180420,97,6.5,Asphalt Playground,0.776233,0.78
7.1,209276,106,7.1,Starred Up,7.047117,7.05
3,195022,84,3,Kill Me Now,0.056639,0.06
7.2,128113,128,7.2,Key of Life,1.859543,1.86
6.5,119685,84,6.5,Mass Effect: Paragon Lost,2.796819,2.8
6.5,226247,86,6.5,Beautiful Darling,0.822168,0.82
5.5,86834,139,5.5,Noah,14.924487,14.92
5.5,227783,85,5.5,The Nut Job,7.875793,7.88
5.8,257346,83,5.8,Avengers Confidential: Black Widow & Punisher,9.945558,9.95
6.9,204668,104,6.9,Belle and Sebastian,5.495053,5.5
6.3,214418,83,6.3,Amazonia,4.991293,4.99
6.8,203715,84,6.8,Aya of Yop City,1.329626,1.33
6.5,256628,90,6.5,Takedown: The DNA of GSP,0.463995,0.46
0,151043,0,0,A Man Called Adam,0.5904,0.59
5.1,19501,94,5.1,April Showers,0.687802,0.69
8.3,110381,86,8.3,Today,0.998359,1
6.2,38080,128,6.2,The Judge and the Assassin,0.699883,0.7
6.7,56415,102,6.7,A Gang Story,6.597927,6.6
5.8,215031,104,5.8,Gabrielle,1.138099,1.14
6.6,191104,122,6.6,Wolf,2.733359,2.73
6.1,42216,112,6.1,Who Is Killing the Great Chefs of Europe?,1.199554,1.2
6,27196,107,6,Stardust,0.553636,0.55
5,29290,90,5,The Green Slime,2.893789,2.89
5,4112,67,5,Blondie Johnson,0.19177,0.19
7.2,173455,75,7.2,Mistaken for Strangers,0.063568,0.06
8,233841,56,8,i hate myself :),0.053694,0.05
6.3,102855,105,6.3,Don’t Stop Believin’: Everyman’s Journey,1.077671,1.08
6.5,63143,94,6.5,Blank City,0.31754,0.32
6,373745,98,6,Bloodknot,0.107912,0.11
3.7,12685,79,3.7,BloodRayne: The Third Reich,5.926797,5.93
0,112731,100,0,Outlaw Blues,0.000157,0
6.3,42551,91,6.3,Sky Riders,0.838555,0.84
5.7,1732,108,5.7,The Prisoner of Zenda,1.090071,1.09
5.3,49396,100,5.3,The Haunted,0.694405,0.69
7.7,142159,85,7.7,Across to Singapore,0.140491,0.14
5.1,5494,93,5.1,George and the Dragon,5.02811,5.03
5.4,70993,72,5.4,Man at Bath,0.956317,0.96
7.2,99119,96,7.2,Our Paradise,1.073478,1.07
3.2,17456,99,3.2,BloodRayne: Deliverance,4.531697,4.53
5,103971,92,5,Bloody Murder 2: Closing Camp,1.261026,1.26
4.5,68123,100,4.5,Boarding School,0.97855,0.98
0,233917,0,0,Kalevala - Uusi aika,0.07281,0.07
5.5,65674,95,5.5,A Town Called Hell,0.391461,0.39
5,95752,100,5,The Other Side of the Mountain: Part II,0.000578,0
0,232862,86,0,A Little Stiff,0.0375,0.04
0,204113,89,0,Season of Monsters,0.034794,0.03
8.5,94664,98,8.5,My Way Home,0.078313,0.08
7.2,253239,84,7.2,Diplomacy,3.848346,3.85
5.6,31329,105,5.6,By the Pricking of My Thumbs,2.331788,2.33
5.5,125395,104,5.5,Partners in Crime,1.472975,1.47
6.9,53168,89,6.9,King of Comedy,3.139003,3.14
0,168767,76,0,alaskaLand,0.010588,0.01
6.2,155084,93,6.2,13 Sins,9.067788,9.07
0,97733,0,0,Slacker 2011,0.032858,0.03
4.4,188207,99,4.4,The Legend of Hercules,6.599539,6.6
6.2,145220,112,6.2,Muppets Most Wanted,7.244956,7.24
6.5,36861,60,6.5,Bob Saget: That Ain't Right,0.305739,0.31
6,111250,58,6,Bobcat Goldthwait: You Don't Look the Same Either,0.372547,0.37
4.9,14408,87,4.9,Me Two,0.810853,0.81
4.9,42802,0,4.9,The Dinner Guest,1.057585,1.06
4,117905,0,4,Do You Wanna Know a Secret?,0.15554,0.16
6.9,40172,84,6.9,"Man, Woman & the Wall",1.74964,1.75
5.8,192134,93,5.8,Dom Hemingway,5.713974,5.71
7.2,186997,95,7.2,The Missing Picture,1.568839,1.57
6,218931,120,6,Gleason,1.427217,1.43
6.5,89237,96,6.5,Electrick Children,7.164645,7.16
6.2,119360,103,6.2,Me and You,4.425191,4.43
6.5,215743,89,6.5,Moebius,4.333617,4.33
7,391069,98,7,Night Gallery,0.472069,0.47
5,64527,103,5,A Pool Without Water,0.119379,0.12
6,190955,128,6,Blood Ties,14.934555,14.93
5.1,208277,109,5.1,Wetlands,4.42564,4.43
7.1,256561,75,7.1,Free to Play,3.453816,3.45
4.9,9753,95,4.9,Survival Island,5.92516,5.93
5.5,229613,80,5.5,Trailer Park Jesus,0.396249,0.4
7,51486,88,7,Jean-Michel Basquiat: The Radiant Child,0.823678,0.82
5,199463,119,5,Barabbas,0.081239,0.08
3,213386,200,3,Barabbas,0.823412,0.82
6.2,38655,102,6.2,"Boeing, Boeing",1.476618,1.48
5.2,34079,46,5.2,Bond Girls Are Forever,0.8254,0.83
5.6,252607,0,5.6,Junior,5.187128,5.19
6.5,110112,92,6.5,Nitro Circus: The Movie,4.40284,4.4
7.3,209799,102,7.3,The Unknown Known,2.846973,2.85
6.1,138222,90,6.1,Best Man Down,5.875708,5.88
0,60438,58,0,Boots and Saddles,0.008309,0.01
4,224040,55,4,Border Feud,0.141081,0.14
5.4,146955,96,5.4,Border Run,1.964489,1.96
5.9,174675,92,5.9,The Machine,5.871579,5.87
9,94344,100,9,The Loves of Pharaoh,0.170453,0.17
8,65170,50,8,Breaking the Silence: Truth and Lies in the War on Terror,0.102147,0.1
6.4,29854,94,6.4,Seizure,1.059095,1.06
0,246007,53,0,Palestine Is Still the Issue,0.003294,0
5.2,256474,108,5.2,In the Blood,6.332859,6.33
4.3,80973,80,4.3,The Girl from the Naked Eye,5.439326,5.44
5.4,170689,103,5.4,Möbius,9.299699,9.3
5.6,34459,90,5.6,"Sheba, Baby",0.299956,0.3
6,183433,85,6,Forgetting the Girl,1.13962,1.14
7.1,180960,106,7.1,Celestial Wives of the Meadow Mari,0.847522,0.85
4,56533,106,4,Viva Knievel!,0.004425,0
7,38626,182,7,Going Postal,5.818278,5.82
8.1,96769,64,8.1,Her Master's Voice,0.271013,0.27
5.8,95177,82,5.8,Sun Don't Shine,1.228391,1.23
5.1,193612,98,5.1,The Quiet Ones,6.322844,6.32
6.5,200505,109,6.5,Draft Day,5.596449,5.6
7.4,52762,26,7.4,The Mysterious Geographic Explorations of Jasper Morello,0.688867,0.69
5.7,178603,87,5.7,Detour,4.51583,4.52
4.3,94887,87,4.3,Girls Against Boys,3.923609,3.92
6.9,191294,102,6.9,We Are the Best!,3.727996,3.73
5,69492,94,5,Borderline,2.117171,2.12
4,131916,94,4,Scary or Die,1.669797,1.67
7.3,211078,89,7.3,When Jews Were Funny,0.828836,0.83
5.3,40715,90,5.3,Big Jim McLain,0.822058,0.82
6.8,70417,91,6.8,Borrowed Hearts,1.307312,1.31
5.5,264482,90,5.5,The Thirteen,0.197008,0.2
7.6,180299,150,7.6,The Raid 2,8.434884,8.43
7.2,158091,114,7.2,Metro Manila,2.853241,2.85
4.9,171776,90,4.9,Sparks,3.544048,3.54
5.4,40740,85,5.4,Trancers II: The Return of Jack Deth,2.739095,2.74
6.3,64349,111,6.3,Série noire,0.976968,0.98
7.4,48591,60,7.4,The Oyster Princess,0.352892,0.35
4.8,46667,96,4.8,Superdad,1.421788,1.42
6.8,90590,90,6.8,Policewomen,0.197425,0.2
3.6,77528,80,3.6,Bounty Hunters,0.853292,0.85
5,44369,80,5,Boy,0.138737,0.14
5.4,39214,99,5.4,"Boy, Did I Get a Wrong Number!",0.320794,0.32
5.9,35057,115,5.9,Boys' Night Out,0.905639,0.91
0,67633,105,0,Maternal Half-Brothers,6.90E-05,0
6.3,25706,88,6.3,Brain Smasher... A Love Story,0.901866,0.9
0,148778,40,0,MC5: Kick Out the Jams,0.001648,0
6.8,104250,77,6.8,The Loving Story,1.213454,1.21
3.8,88237,100,3.8,Boca,0.454604,0.45
6.5,102382,142,6.5,The Amazing Spider-Man 2,26.23687,26.24
7.9,42733,90,7.9,Love Meetings,0.474874,0.47
5.9,127495,84,5.9,Graceland,0.907504,0.91
6.7,26831,87,6.7,That'll Be The Day,0.520862,0.52
10,197611,98,10,Dragonfly,0.646465,0.65
0,42711,91,0,The Slams,0.1029,0.1
6.8,251519,74,6.8,Son of Batman,12.317738,12.32
5.3,74241,90,5.3,Terror Beneath the Sea,0.246106,0.25
5.9,47628,75,5.9,Trancers 3: Deth Lives,2.651906,2.65
7.5,130745,95,7.5,16 Acres,0.277305,0.28
4,185602,97,4,Shenandoah,0.990786,0.99
7.1,157832,100,7.1,Calvary,11.033403,11.03
5.5,127540,90,5.5,The Iran Job,0.287511,0.29
6.3,157547,104,6.3,Oculus,8.698043,8.7
5.5,24006,117,5.5,O. Henry's Full House,1.14904,1.15
6,45588,99,6,Angels in the Outfield,0.58196,0.58
0,94248,90,0,"Sweet Jesus, Preacherman",0.002771,0
4,71990,75,4,The Strange World of Planet X,0.248199,0.25
5.9,249660,113,5.9,God's Not Dead,6.097499,6.1
4.4,35074,0,4.4,Dinoshark,1.681603,1.68
0,156320,102,0,Our Blushing Brides,0.412683,0.41
6.3,244509,109,6.3,Cold in July,7.327216,7.33
5.5,62661,91,5.5,The Second Woman,0.470505,0.47
5,98136,72,5,Hit Lady,0.171598,0.17
5.5,268875,63,5.5,All American Chump,0.037817,0.04
4.9,50767,94,4.9,American Cyborg: Steel Warrior,0.56257,0.56
7.7,161297,84,7.7,Arsène Lupin,0.113792,0.11
0,211603,77,0,Beauty and the Beast,0.034443,0.03
5.1,30844,90,5.1,Beauty and the Beast,2.505008,2.51
5.8,197796,112,5.8,Beauty and the Beast,19.628834,19.63
6.1,61492,112,6.1,g@me.,0.324654,0.32
4.8,73215,90,4.8,Claustrofobia,0.890593,0.89
6,179538,104,6,Witching & Bitching,13.515614,13.52
6,172340,98,6,Lovin' Molly,0.529724,0.53
6.2,25388,107,6.2,March or Die,1.632755,1.63
4.3,47956,90,4.3,The Norseman,0.48975,0.49
6.3,127702,95,6.3,La Señal,0.575554,0.58
6.3,172385,102,6.3,Rio 2,8.18534,8.19
7.3,262481,90,7.3,An Honest Liar,2.400781,2.4
7.5,202183,,7.5,Ein Schnitzel für drei,0.066185,0.07
5.3,196027,0,5.3,Echoes from the Dead,1.16425,1.16
7.1,226448,105,7.1,In Your Eyes,8.448518,8.45
7.2,214314,78,7.2,Bears,3.661961,3.66
4.9,32005,93,4.9,Breaking Point,1.622175,1.62
6.3,60908,91,6.3,Breakthrough,0.17582,0.18
7,119926,113,7,Bridge to the Sun,0.219545,0.22
5.9,214030,90,5.9,Fading Gigolo,9.596119,9.6
5.9,157353,119,5.9,Transcendence,9.730176,9.73
7.5,153641,111,7.5,The Reckoning,0.985307,0.99
2,77333,104,2,Leo the Last,0.784126,0.78
5.6,167575,89,5.6,Hatchet III,4.546004,4.55
5.5,59726,90,5.5,Wake Wood,3.092998,3.09
6.1,236751,99,6.1,Heaven is for Real,7.88371,7.88
3,42697,120,3,Mondo Hollywood,0.038659,0.04
0,166621,69,0,Bright Lights,0.236636,0.24
6,84465,100,6,Made For Each Other,0.035376,0.04
6,219553,111,6,Pulling Strings,2.587398,2.59
6.5,25951,98,6.5,Bullet Ballet,1.081032,1.08
6.2,193610,109,6.2,The Other Woman,9.389354,9.39
5.4,184345,87,5.4,A Haunted House 2,8.172603,8.17
0,242203,105,0,What Matters Most,0.002608,0
6,12242,79,6,Mulan II,7.424487,7.42
0,113743,95,0,Jupiter's Darling,0.852036,0.85
5,258369,115,5,Along the Sungari River,0.071483,0.07
